customer_id,name,email,age,gender,location,subscription_plan,signup_date,tenure_months,monthly_spend,previous_month_spend,total_spend,login_frequency_per_week,sessions_per_week,avg_session_duration_mins,days_since_last_login,feature_usage_score,usage_change_30d_pct,marketing_emails_opened_pct,support_tickets,complaints,avg_resolution_time_hours,payment_failures_last_3m,discount_received,customer_satisfaction_score,churn,actual_ltv
CUST-2045,Aditya Bose,aditya.bose.2045@example.com,41,Male,Chandigarh,Enterprise,2025-07-20,12,27148.38,28227.93,322431.37,4.1,9.1,26.9,1,6,-20.6,40.1,2,1,38.5,0,1,3,0,1200000.0
CUST-2046,Aditya Bhatia,aditya.bhatia.2046@example.com,24,Male,Ahmedabad,Premium,2022-07-25,48,10295.61,10705.01,489108.76,3.9,8.7,24.3,12,1,-11.4,29.8,3,3,45.1,0,0,2,0,483688.46
CUST-2047,Manish Kapoor,manish.kapoor.2047@example.com,33,Male,Mumbai,Premium,2024-03-27,28,9170.01,9534.65,254120.65,5.1,11.4,18.5,11,6,62.6,95.2,3,1,25.7,1,0,3,0,568416.28
CUST-2048,Arjun Chopra,arjun.chopra.2048@example.com,23,Female,Chennai,Standard,2026-06-10,1,3689.91,3836.64,3651.98,5.9,13.1,8.9,26,5,31.4,67.4,1,0,6.8,0,1,5,0,160216.4
CUST-2049,Aarav Das,aarav.das.2049@example.com,57,Male,Chandigarh,Standard,2026-06-09,1,4306.54,4477.79,4262.27,3.8,8.5,16.9,1,7,18.5,27.8,4,2,54.3,0,0,4,0,215448.11
CUST-2050,Aditi Joshi,aditi.joshi.2050@example.com,35,Male,Chandigarh,Premium,2025-05-11,14,9994.04,10391.45,138478.15,9.6,21.4,30.8,17,8,7.0,30.6,0,0,4.9,2,0,4,0,519192.46
CUST-2051,Amit Chopra,amit.chopra.2051@example.com,37,Female,Pune,Standard,2025-05-12,14,3607.28,3750.72,49982.73,6.4,14.2,21.7,3,1,-2.4,0.0,2,1,8.9,0,0,4,0,122761.55
CUST-2052,Rohan Joshi,rohan.joshi.2052@example.com,40,Female,Chandigarh,Premium,2024-01-21,30,8400.13,8734.16,249413.17,4.2,9.4,25.3,4,10,-27.4,45.3,1,0,24.6,0,0,4,0,499891.36
CUST-2053,Rajesh Kumar,rajesh.kumar.2053@example.com,55,Female,Hyderabad,Standard,2025-05-10,14,3889.23,4043.88,53889.45,1.4,3.1,18.9,4,4,-31.7,24.1,3,0,9.9,0,0,5,0,168872.11
CUST-2054,Aarav Reddy,aarav.reddy.2054@example.com,27,Male,Bengaluru,Premium,2026-03-15,4,9195.34,9560.99,36403.23,4.4,9.8,10.3,7,4,-17.9,44.1,2,0,25.2,0,0,5,0,378855.46
CUST-2055,Varun Mehta,varun.mehta.2055@example.com,34,Female,Delhi NCR,Premium,2025-10-24,9,9803.22,10193.04,87321.94,5.9,13.1,19.4,39,1,-28.7,0.0,2,0,33.2,0,1,4,1,158887.75
CUST-2056,Divya Bhatia,divya.bhatia.2056@example.com,57,Female,Hyderabad,Basic,2024-07-31,24,1503.26,1563.04,35707.34,5.9,13.1,10.8,6,4,-19.0,41.4,2,2,28.8,0,1,4,0,83534.22
CUST-2057,Deepak Sharma,deepak.sharma.2057@example.com,43,Male,Mumbai,Basic,2023-07-31,36,1494.0,1553.41,53231.07,0.3,0.7,10.1,19,7,-4.9,82.8,0,0,21.5,0,1,5,0,85956.06
CUST-2058,Ananya Pandey,ananya.pandey.2058@example.com,39,Male,Mumbai,Premium,2026-03-21,4,10837.25,11268.19,42903.35,4.4,9.8,35.3,2,6,-2.7,43.3,1,0,10.6,1,0,4,0,452994.73
CUST-2059,Tara Patel,tara.patel.2059@example.com,33,Male,Mumbai,Basic,2025-08-23,11,1425.2,1481.87,15516.03,3.2,7.1,17.4,3,4,-19.4,23.4,2,0,16.9,2,0,3,0,56644.95
CUST-2060,Manish Bose,manish.bose.2060@example.com,51,Male,Bengaluru,Standard,2026-04-19,3,4292.57,4463.26,12745.32,7.3,16.3,13.8,5,2,11.9,41.5,2,0,14.5,0,1,4,0,146138.55
CUST-2061,Vikram Rao,vikram.rao.2061@example.com,28,Male,Chandigarh,Standard,2025-09-26,10,4932.72,5128.87,48820.09,4.5,10.0,39.8,2,7,-7.3,40.5,2,0,27.5,0,0,3,0,247425.28
CUST-2062,Rajesh Verma,rajesh.verma.2062@example.com,53,Male,Mumbai,Basic,2026-05-26,2,1677.01,1743.7,3319.54,0.2,0.5,31.0,28,8,4.0,94.6,1,0,9.5,0,1,4,0,79534.69
CUST-2063,Vikram Kumar,vikram.kumar.2063@example.com,40,Female,Chennai,Basic,2023-03-16,40,1725.38,1793.99,68305.69,5.0,11.1,17.9,9,9,-22.8,34.0,2,1,15.9,0,0,4,0,108195.87
CUST-2064,Ananya Mehta,ananya.mehta.2064@example.com,27,Female,Delhi NCR,Premium,2025-04-23,15,9457.35,9833.42,140401.85,0.2,0.5,26.7,4,9,17.4,13.1,3,1,21.6,0,1,5,0,486027.9
CUST-2065,Rohan Bhatia,rohan.bhatia.2065@example.com,41,Female,Chandigarh,Standard,2024-04-12,27,3627.0,3771.23,96922.24,5.1,11.4,19.4,10,4,-17.0,42.5,1,1,32.0,0,1,4,0,171898.6
CUST-2066,Varun Kapoor,varun.kapoor.2066@example.com,48,Female,Pune,Standard,2022-07-30,48,4503.46,4682.54,213943.78,9.6,21.4,14.4,4,3,43.0,46.7,1,1,14.4,1,0,3,0,275324.47
CUST-2067,Deepak Patel,deepak.patel.2067@example.com,58,Male,Bengaluru,Enterprise,2026-04-28,3,28028.22,29142.76,83220.23,7.1,15.8,27.2,0,5,-8.3,55.5,1,1,9.8,0,0,3,0,1200000.0
CUST-2068,Vikram Agarwal,vikram.agarwal.2068@example.com,28,Female,Ahmedabad,Basic,2025-02-27,17,1407.04,1462.99,23673.77,4.7,10.5,18.4,5,6,-4.7,60.1,2,0,30.1,0,1,4,0,68437.53
CUST-2069,Varun Chauhan,varun.chauhan.2069@example.com,26,Female,Hyderabad,Basic,2023-12-25,31,1591.57,1654.86,48831.44,2.8,6.2,22.8,7,8,14.6,88.9,3,1,1.0,1,0,3,0,93517.48
CUST-2070,Vikram Mishra,vikram.mishra.2070@example.com,32,Male,Jaipur,Premium,2025-06-10,13,10982.07,11418.77,141299.19,6.9,15.4,33.2,29,3,20.7,27.7,5,2,16.4,0,0,3,0,312847.22
CUST-2071,Pooja Pandey,pooja.pandey.2071@example.com,36,Female,Hyderabad,Premium,2025-04-24,15,8745.05,9092.8,129827.2,5.5,12.2,32.0,0,6,23.7,25.5,1,0,42.0,2,1,3,0,441739.83
CUST-2072,Pooja Bhatia,pooja.bhatia.2072@example.com,24,Female,Mumbai,Standard,2025-11-17,8,4244.48,4413.26,33606.76,3.6,8.0,15.9,5,5,47.7,0.0,1,0,1.0,0,1,5,0,187515.06
CUST-2073,Nikhil Iyer,nikhil.iyer.2073@example.com,26,Female,Delhi NCR,Enterprise,2025-03-25,16,26533.59,27588.69,420172.98,3.1,6.9,27.3,0,7,16.5,57.9,2,2,26.7,0,0,4,0,1200000.0
CUST-2074,Manish Reddy,manish.reddy.2074@example.com,44,Female,Pune,Enterprise,2025-11-18,8,29592.98,30769.74,234309.99,2.3,5.1,9.6,1,9,-3.9,20.7,3,2,24.2,0,0,3,0,1200000.0
CUST-2075,Varun Chopra,varun.chopra.2075@example.com,58,Male,Chandigarh,Basic,2025-09-26,10,1781.71,1852.56,17633.93,5.0,11.1,27.0,7,7,-16.8,63.4,4,1,1.0,0,0,5,0,79130.15
CUST-2076,Kavya Chauhan,kavya.chauhan.2076@example.com,30,Male,Chennai,Basic,2026-05-12,2,1747.45,1816.94,3458.97,3.3,7.3,23.6,1,6,-5.7,30.2,2,2,20.0,0,0,3,0,66866.19
CUST-2077,Amit Iyer,amit.iyer.2077@example.com,36,Male,Kolkata,Premium,2026-06-13,1,9250.15,9617.98,9155.05,4.6,10.2,26.2,10,9,39.6,83.4,0,0,19.2,1,0,3,0,452816.93
CUST-2078,Kavya Kapoor,kavya.kapoor.2078@example.com,24,Female,Hyderabad,Basic,2026-06-25,1,1386.89,1442.04,1372.63,6.1,13.6,18.7,5,10,-40.8,7.6,2,1,33.1,0,0,4,0,59121.18
CUST-2079,Aarav Iyer,aarav.iyer.2079@example.com,50,Female,Kolkata,Basic,2026-05-01,3,1532.46,1593.4,4550.12,3.3,7.3,44.9,1,4,-24.9,66.6,1,0,29.2,0,0,4,0,67446.72
CUST-2080,Nikhil Mehta,nikhil.mehta.2080@example.com,27,Other,Chandigarh,Premium,2025-10-28,9,10240.2,10647.4,91214.33,5.6,12.5,12.1,5,1,-8.1,63.7,1,0,11.5,0,0,4,0,404452.05
CUST-2081,Arjun Mishra,arjun.mishra.2081@example.com,38,Male,Delhi NCR,Standard,2026-06-16,1,4582.7,4764.93,4535.59,6.8,15.1,32.7,0,8,-25.3,54.6,1,0,1.0,0,0,4,0,223651.2
CUST-2082,Arjun Bhatia,arjun.bhatia.2082@example.com,47,Male,Kolkata,Standard,2026-04-23,3,4949.76,5146.59,14696.62,5.0,11.1,10.7,14,6,-13.4,15.2,3,0,16.6,0,1,5,0,253355.75
CUST-2083,Priya Chopra,priya.chopra.2083@example.com,42,Female,Hyderabad,Basic,2024-09-19,22,1587.1,1650.21,34557.24,5.7,12.7,27.5,0,6,48.6,54.7,1,0,32.5,0,0,5,0,95791.51
CUST-2084,Simran Verma,simran.verma.2084@example.com,29,Female,Ahmedabad,Standard,2024-10-15,21,4484.29,4662.61,93201.97,5.0,11.1,28.3,0,5,-10.3,45.0,4,1,42.3,0,1,4,0,208615.42
CUST-2085,Aarav Kumar,aarav.kumar.2085@example.com,42,Male,Jaipur,Standard,2024-10-02,22,4353.78,4526.91,94798.46,4.2,9.4,22.6,7,10,9.5,0.0,0,0,27.8,1,1,4,0,269718.37
CUST-2086,Manish Mishra,manish.mishra.2086@example.com,32,Male,Kolkata,Basic,2023-07-13,36,1428.12,1484.91,50883.78,6.0,13.4,16.6,27,3,-48.4,79.4,3,1,7.6,1,0,4,0,56923.67
CUST-2087,Sneha Bose,sneha.bose.2087@example.com,59,Female,Ahmedabad,Basic,2026-06-01,2,1591.07,1654.34,3149.43,7.6,16.9,23.6,14,6,-32.9,33.7,3,0,13.7,1,0,4,0,58714.23
CUST-2088,Swati Rao,swati.rao.2088@example.com,29,Female,Ahmedabad,Standard,2026-04-29,3,4361.68,4535.12,12950.52,6.0,13.4,24.9,2,1,24.1,77.5,0,0,18.8,1,1,4,0,182251.83
CUST-2089,Aditi Joshi,aditi.joshi.2089@example.com,45,Male,Mumbai,Enterprise,2026-01-19,6,30817.83,32043.3,183006.04,3.8,8.5,41.7,1,7,44.7,40.4,4,1,28.7,1,1,4,0,1200000.0
CUST-2090,Tara Mishra,tara.mishra.2090@example.com,56,Male,Jaipur,Enterprise,2023-08-18,35,25706.19,26728.39,890467.11,3.8,8.5,12.4,7,6,4.2,65.6,2,0,1.0,1,1,4,0,1200000.0
CUST-2091,Rajesh Chopra,rajesh.chopra.2091@example.com,35,Female,Chennai,Basic,2024-10-28,21,1863.31,1937.4,38727.24,3.9,8.7,15.9,12,5,-10.6,21.4,4,1,48.7,0,0,3,0,89968.66
CUST-2092,Sneha Mishra,sneha.mishra.2092@example.com,35,Female,Hyderabad,Premium,2026-01-09,6,9807.16,10197.14,58238.02,6.2,13.8,25.1,3,3,11.9,47.1,4,0,31.8,0,0,5,0,400633.23
CUST-2093,Rahul Kumar,rahul.kumar.2093@example.com,31,Male,Pune,Premium,2026-05-24,2,8862.79,9215.22,17543.35,3.1,6.9,19.2,4,8,-74.7,45.5,0,0,16.0,0,1,5,0,425877.03
CUST-2094,Shreya Reddy,shreya.reddy.2094@example.com,33,Male,Chandigarh,Premium,2025-05-17,14,8702.78,9048.84,120586.35,2.0,4.5,20.9,0,4,4.4,34.2,3,1,25.5,2,1,3,0,415635.6
CUST-2095,Shreya Iyer,shreya.iyer.2095@example.com,59,Female,Pune,Standard,2026-02-20,5,3797.42,3948.42,18791.9,5.2,11.6,33.8,1,9,-31.3,21.1,1,0,10.0,0,0,4,0,201467.89
CUST-2096,Aditi Kapoor,aditi.kapoor.2096@example.com,55,Male,Kolkata,Basic,2025-08-28,11,1586.73,1649.83,17274.59,4.2,9.4,2.0,6,9,20.2,0.0,2,0,30.8,0,0,4,0,73006.39
CUST-2097,Isha Pandey,isha.pandey.2097@example.com,31,Male,Jaipur,Premium,2023-03-20,40,8168.16,8492.97,323367.49,7.3,16.3,15.4,0,5,-63.4,21.7,5,3,26.1,2,0,1,1,179368.32
CUST-2098,Isha Saxena,isha.saxena.2098@example.com,38,Female,Kolkata,Basic,2025-07-30,12,1582.59,1645.52,18795.84,0.2,0.5,2.8,1,7,-19.6,58.8,0,0,17.4,1,0,4,0,74345.56
CUST-2099,Rohan Gupta,rohan.gupta.2099@example.com,38,Male,Jaipur,Basic,2023-06-28,37,1867.67,1941.94,68393.37,4.6,10.2,8.8,2,6,-3.1,8.5,2,0,6.0,0,0,5,0,108832.41
CUST-2100,Aditya Das,aditya.das.2100@example.com,24,Female,Hyderabad,Standard,2025-12-23,7,4537.01,4717.42,31432.57,3.4,7.6,48.5,4,6,-23.3,13.5,2,1,23.8,1,0,3,1,179134.14
CUST-2101,Rhea Joshi,rhea.joshi.2101@example.com,52,Male,Chandigarh,Enterprise,2025-04-10,15,29146.96,30305.98,432709.72,5.9,13.1,28.6,0,4,-12.5,7.6,2,0,30.0,0,0,4,0,1200000.0
CUST-2102,Neha Nair,neha.nair.2102@example.com,22,Female,Chandigarh,Basic,2023-11-10,32,1411.54,1467.67,44704.92,3.6,8.0,32.5,5,10,23.3,47.0,0,0,8.3,0,0,5,0,94171.01
CUST-2103,Aarav Kapoor,aarav.kapoor.2103@example.com,33,Male,Hyderabad,Standard,2025-06-29,13,4261.28,4430.73,54827.13,3.0,6.7,21.1,19,8,-2.7,20.6,3,1,26.2,0,1,4,0,247734.6
CUST-2104,Isha Bhatia,isha.bhatia.2104@example.com,25,Male,Chennai,Basic,2025-05-14,14,1499.27,1558.89,20773.99,6.2,13.8,30.3,0,10,-28.1,71.3,0,0,14.5,2,0,3,0,82145.25
CUST-2105,Neha Bhatia,neha.bhatia.2105@example.com,34,Male,Ahmedabad,Premium,2025-01-27,18,10915.19,11349.23,194453.57,6.9,15.4,2.6,7,3,24.3,59.6,4,3,31.2,0,1,2,0,490214.7
CUST-2106,Vikram Malhotra,vikram.malhotra.2106@example.com,55,Female,Jaipur,Standard,2024-01-28,30,3852.85,4006.06,114397.22,4.0,8.9,33.4,13,5,5.0,46.8,3,1,16.6,1,0,4,0,225636.72
CUST-2107,Simran Joshi,simran.joshi.2107@example.com,42,Female,Bengaluru,Basic,2026-05-23,2,1589.77,1652.99,3146.85,4.0,8.9,13.0,2,1,6.2,49.3,1,0,8.7,0,1,5,0,54854.25
CUST-2108,Simran Joshi,simran.joshi.2108@example.com,43,Male,Bengaluru,Basic,2026-01-13,6,1657.62,1723.53,9843.47,6.9,15.4,16.2,1,1,-27.0,23.7,0,0,1.0,1,1,4,0,57192.24
CUST-2109,Aditya Saxena,aditya.saxena.2109@example.com,25,Female,Ahmedabad,Standard,2025-11-27,8,4318.58,4490.31,34193.46,6.6,14.7,27.6,0,9,-73.3,23.7,2,1,22.1,0,1,5,0,216302.13
CUST-2110,Sanjay Nair,sanjay.nair.2110@example.com,39,Female,Kolkata,Basic,2023-09-13,34,1784.69,1855.66,60055.64,6.4,14.2,25.5,7,4,-27.4,59.1,4,0,16.9,0,1,5,0,88897.62
CUST-2111,Manish Deshmukh,manish.deshmukh.2111@example.com,26,Female,Jaipur,Basic,2022-11-26,44,1470.53,1529.01,64038.14,3.4,7.6,22.9,6,9,-30.2,63.9,2,2,13.8,0,0,4,0,102579.74
CUST-2112,Divya Mehta,divya.mehta.2112@example.com,40,Male,Delhi NCR,Standard,2026-05-27,2,4127.32,4291.44,8169.78,2.8,6.2,7.0,1,7,-19.2,58.9,3,1,18.6,0,1,4,0,210446.97
CUST-2113,Rajesh Nair,rajesh.nair.2113@example.com,23,Female,Chandigarh,Standard,2026-05-26,2,4707.74,4894.94,9318.68,7.6,16.9,23.1,13,10,-25.6,30.7,1,0,13.3,1,0,4,0,247931.1
CUST-2114,Siddharth Kumar,siddharth.kumar.2114@example.com,33,Male,Pune,Premium,2023-04-22,39,9762.34,10150.54,376817.15,5.5,12.2,32.6,9,8,1.2,32.6,1,0,25.7,0,1,4,0,585268.89
CUST-2115,Deepak Sharma,deepak.sharma.2115@example.com,38,Male,Delhi NCR,Basic,2026-02-26,5,1560.07,1622.11,7720.16,2.6,5.8,16.1,2,9,22.7,19.6,1,0,36.7,0,0,5,0,93267.24
CUST-2116,Siddharth Pandey,siddharth.pandey.2116@example.com,31,Female,Pune,Standard,2026-03-16,4,3640.31,3785.07,14411.54,4.0,8.9,36.5,10,1,28.1,60.4,1,0,20.7,0,0,5,0,151723.69
CUST-2117,Vikram Deshmukh,vikram.deshmukh.2117@example.com,55,Female,Chandigarh,Standard,2026-06-09,1,4653.58,4838.63,4605.74,4.4,9.8,12.4,2,7,21.4,0.0,1,1,7.5,1,1,3,0,219697.13
CUST-2118,Varun Rao,varun.rao.2118@example.com,27,Male,Bengaluru,Basic,2026-02-22,5,1859.16,1933.09,9200.23,4.0,8.9,22.1,8,8,-27.1,0.0,2,0,4.9,0,1,4,0,94378.01
CUST-2119,Kavya Kumar,kavya.kumar.2119@example.com,29,Male,Hyderabad,Standard,2025-03-02,17,4467.28,4644.92,75163.02,3.6,8.0,38.9,0,2,-0.4,0.0,3,1,24.9,0,0,3,0,187855.99
CUST-2120,Aditi Bhatia,aditi.bhatia.2120@example.com,32,Female,Chennai,Basic,2025-11-16,8,1798.48,1870.0,14239.93,6.8,15.1,14.5,8,10,41.8,0.0,4,1,18.6,0,1,5,0,94157.68
CUST-2121,Karan Agarwal,karan.agarwal.2121@example.com,33,Female,Mumbai,Premium,2025-08-19,11,9727.08,10113.88,105897.89,5.3,11.8,33.6,2,9,-46.4,74.6,1,1,23.5,0,0,4,0,530052.61
CUST-2122,Nikhil Kapoor,nikhil.kapoor.2122@example.com,30,Male,Kolkata,Standard,2023-08-17,35,3923.37,4079.38,135906.25,8.9,19.8,43.7,6,1,35.8,60.9,2,0,25.9,0,0,5,0,209101.04
CUST-2123,Rahul Bhatia,rahul.bhatia.2123@example.com,23,Female,Ahmedabad,Standard,2026-05-28,2,3619.31,3763.23,7164.2,6.9,15.4,23.9,1,3,-29.9,13.2,2,0,13.9,0,1,5,0,143335.28
CUST-2124,Ananya Chopra,ananya.chopra.2124@example.com,29,Male,Bengaluru,Basic,2026-05-31,2,1691.91,1759.19,3349.03,4.5,10.0,16.2,9,9,6.2,39.5,3,1,53.4,0,0,5,0,78193.06
CUST-2125,Swati Das,swati.das.2125@example.com,32,Male,Hyderabad,Basic,2024-04-17,27,1607.81,1671.74,42964.58,7.2,16.0,13.5,0,1,9.6,77.2,0,0,1.0,0,0,4,0,77933.59
CUST-2126,Tara Agarwal,tara.agarwal.2126@example.com,57,Female,Hyderabad,Standard,2024-10-20,21,4693.76,4880.41,97555.62,4.9,10.9,36.4,1,4,3.3,54.0,1,0,22.5,0,1,5,0,250501.43
CUST-2127,Aditi Bhatia,aditi.bhatia.2127@example.com,31,Male,Pune,Standard,2026-02-25,5,4571.41,4753.19,22622.07,9.3,20.7,36.0,1,10,60.4,92.7,2,2,12.0,1,0,3,0,238912.14
CUST-2128,Ananya Rao,ananya.rao.2128@example.com,42,Male,Hyderabad,Basic,2026-01-24,6,1867.43,1941.69,11089.39,3.5,7.8,37.9,0,6,-10.4,39.3,3,1,13.8,0,0,3,0,89192.29
CUST-2129,Rhea Rao,rhea.rao.2129@example.com,41,Female,Jaipur,Basic,2026-01-07,6,1616.84,1681.13,9601.31,5.2,11.6,21.6,10,6,-47.9,26.3,3,0,26.1,0,0,4,1,61650.27
CUST-2130,Aditi Mehta,aditi.mehta.2130@example.com,29,Female,Kolkata,Basic,2025-04-27,15,1573.22,1635.78,23355.7,2.9,6.5,33.4,29,4,8.0,16.1,1,1,1.0,0,0,4,1,58369.18
CUST-2131,Rhea Reddy,rhea.reddy.2131@example.com,57,Male,Mumbai,Standard,2026-06-17,1,4000.44,4159.52,3959.31,3.4,7.6,21.5,11,10,-6.8,42.6,2,0,19.6,0,1,5,0,173388.69
CUST-2132,Simran Bose,simran.bose.2132@example.com,50,Female,Bengaluru,Basic,2025-09-26,10,1599.29,1662.89,15828.48,3.5,7.8,12.3,14,10,13.5,64.5,2,1,9.1,1,0,3,0,87611.01
CUST-2133,Siddharth Patel,siddharth.patel.2133@example.com,33,Female,Jaipur,Standard,2026-04-16,3,4820.81,5012.51,14313.75,6.8,15.1,34.4,0,10,22.7,44.4,3,1,23.2,0,1,4,0,206822.73
CUST-2134,Aditya Malhotra,aditya.malhotra.2134@example.com,35,Male,Bengaluru,Basic,2024-07-13,24,1371.37,1425.9,32574.52,4.6,10.2,40.0,0,10,-2.9,33.4,0,0,8.4,0,0,4,0,82389.12
CUST-2135,Nikhil Gupta,nikhil.gupta.2135@example.com,42,Female,Chennai,Standard,2025-12-30,7,4967.82,5165.36,34417.24,0.2,0.5,10.8,6,1,10.2,72.2,0,0,16.2,2,0,4,0,193867.13
CUST-2136,Rajesh Chauhan,rajesh.chauhan.2136@example.com,43,Male,Mumbai,Basic,2025-08-10,11,1870.24,1944.61,20361.14,4.4,9.8,10.6,28,5,2.0,54.7,2,1,28.8,0,0,3,0,68212.22
CUST-2137,Aditi Saxena,aditi.saxena.2137@example.com,42,Male,Hyderabad,Standard,2026-06-21,1,4435.84,4612.23,4390.24,2.2,4.9,22.4,8,5,48.2,39.3,2,0,28.7,0,0,4,0,171388.78
CUST-2138,Tanvi Bose,tanvi.bose.2138@example.com,51,Female,Chennai,Basic,2026-06-08,1,1523.04,1583.6,1507.38,3.3,7.3,32.5,3,3,-12.4,23.6,2,1,25.7,0,0,3,0,47896.12
CUST-2139,Sanjay Kapoor,sanjay.kapoor.2139@example.com,41,Female,Pune,Basic,2025-03-28,16,1466.12,1524.42,23216.76,6.6,14.7,9.5,1,3,-21.2,35.9,2,1,31.4,0,1,4,0,72643.45
CUST-2140,Ananya Kapoor,ananya.kapoor.2140@example.com,45,Male,Chennai,Standard,2024-10-12,21,3986.09,4144.6,82847.33,1.4,3.1,24.5,1,4,22.7,53.3,2,0,15.2,1,0,4,0,227136.25
CUST-2141,Aarav Kapoor,aarav.kapoor.2141@example.com,44,Male,Delhi NCR,Standard,2025-01-25,18,3669.23,3815.14,65367.15,1.6,3.6,15.5,3,3,-28.0,23.3,3,1,7.9,0,0,4,0,157711.2
CUST-2142,Meera Sharma,meera.sharma.2142@example.com,28,Male,Pune,Standard,2024-12-22,19,4264.09,4433.65,80184.81,0.7,1.6,29.7,9,3,9.0,12.4,1,0,2.3,0,0,4,0,195230.69
CUST-2143,Siddharth Chauhan,siddharth.chauhan.2143@example.com,30,Male,Mumbai,Premium,2026-05-25,2,8279.65,8608.89,16389.06,3.4,7.6,13.2,0,3,-6.7,30.5,1,0,33.9,0,1,4,0,299915.12
CUST-2144,Tara Bhatia,tara.bhatia.2144@example.com,22,Male,Kolkata,Premium,2025-02-16,17,10362.04,10774.08,174343.72,0.7,1.6,30.5,14,7,-4.8,40.8,2,0,1.4,0,0,5,0,563904.8
CUST-2145,Simran Nair,simran.nair.2145@example.com,47,Male,Delhi NCR,Basic,2026-04-28,3,1544.23,1605.64,4585.06,0.8,1.8,20.3,21,9,66.2,74.7,2,0,18.3,0,1,4,0,86989.07
CUST-2146,Deepak Patel,deepak.patel.2146@example.com,59,Female,Bengaluru,Premium,2026-05-19,2,8727.03,9074.06,17274.62,3.7,8.2,11.7,16,1,32.6,14.2,1,0,18.1,0,1,4,0,318323.85
CUST-2147,Pooja Iyer,pooja.iyer.2147@example.com,59,Male,Ahmedabad,Standard,2024-11-11,20,4361.7,4535.14,86337.19,4.9,10.9,22.7,18,8,26.6,47.4,5,2,33.4,2,0,3,0,241657.11
CUST-2148,Nikhil Bose,nikhil.bose.2148@example.com,43,Male,Ahmedabad,Basic,2023-12-30,31,1859.98,1933.94,57066.61,2.3,5.1,2.0,0,10,12.9,35.3,0,0,28.3,0,0,5,0,95639.0
CUST-2149,Manish Rao,manish.rao.2149@example.com,31,Female,Delhi NCR,Enterprise,2025-01-27,18,28581.25,29717.78,509173.56,5.0,11.1,15.8,28,1,-21.4,36.5,2,0,8.3,0,0,2,1,792867.7
CUST-2150,Vikram Das,vikram.das.2150@example.com,27,Female,Kolkata,Premium,2024-08-26,23,9647.93,10031.58,219621.12,4.4,9.8,25.7,3,9,5.3,78.9,1,0,13.5,0,0,3,0,581690.36
CUST-2151,Harsh Deshmukh,harsh.deshmukh.2151@example.com,38,Male,Jaipur,Enterprise,2022-08-01,48,29296.83,30461.81,1391790.9,5.3,11.8,2.5,15,8,14.3,43.9,1,0,11.9,0,0,5,0,1200000.0
CUST-2152,Priya Malhotra,priya.malhotra.2152@example.com,59,Male,Ahmedabad,Basic,2026-04-29,3,1736.02,1805.05,5154.52,2.0,4.5,2.0,1,6,3.6,20.1,1,0,1.0,0,1,4,0,73317.36
CUST-2153,Pooja Agarwal,pooja.agarwal.2153@example.com,45,Female,Delhi NCR,Basic,2022-08-10,47,1816.95,1889.2,84518.73,8.4,18.7,2.0,4,6,0.7,63.3,3,1,14.9,0,0,3,0,109566.6
CUST-2154,Meera Mishra,meera.mishra.2154@example.com,31,Male,Mumbai,Standard,2025-06-18,13,3885.56,4040.07,49992.99,1.8,4.0,36.6,0,10,-13.1,61.6,2,0,28.8,0,1,4,0,224401.12
CUST-2155,Manish Mishra,manish.mishra.2155@example.com,29,Male,Chandigarh,Standard,2024-08-01,24,4801.23,4992.15,114044.9,2.9,6.5,21.2,0,7,5.7,18.0,2,1,48.3,0,1,4,0,268428.55
CUST-2156,Pooja Kumar,pooja.kumar.2156@example.com,42,Female,Kolkata,Basic,2025-04-09,15,1507.03,1566.96,22373.05,5.3,11.8,16.1,21,8,-16.7,13.4,0,0,27.4,0,0,4,0,72101.88
CUST-2157,Manish Patel,manish.patel.2157@example.com,27,Male,Kolkata,Premium,2025-07-09,12,11062.92,11502.84,131390.25,4.4,9.8,32.4,12,7,17.7,51.9,1,0,20.7,0,0,2,0,531461.76
CUST-2158,Tara Mishra,tara.mishra.2158@example.com,42,Male,Jaipur,Standard,2025-01-27,18,3992.49,4151.25,71126.01,6.0,13.4,17.6,5,1,-58.4,41.2,1,0,1.0,0,0,4,0,131996.74
CUST-2159,Tanvi Singh,tanvi.singh.2159@example.com,45,Male,Pune,Standard,2026-01-25,6,4896.36,5091.06,29076.14,3.5,7.8,25.0,5,10,36.0,30.7,2,2,34.2,0,0,4,0,257935.84
CUST-2160,Meera Singh,meera.singh.2160@example.com,54,Male,Hyderabad,Standard,2023-06-13,37,4948.07,5144.83,181196.45,1.6,3.6,22.3,10,4,-38.7,67.4,2,1,25.2,0,1,3,0,276229.22
CUST-2161,Vikram Chopra,vikram.chopra.2161@example.com,39,Male,Ahmedabad,Standard,2026-05-17,2,3802.74,3953.96,7527.29,1.0,2.2,16.8,3,4,-31.9,27.8,1,0,44.1,0,0,5,0,164468.48
CUST-2162,Aditi Malhotra,aditi.malhotra.2162@example.com,49,Other,Hyderabad,Basic,2026-01-24,6,1860.37,1934.35,11047.47,7.9,17.6,25.2,10,9,9.4,52.1,1,1,3.0,1,0,3,0,104412.76
CUST-2163,Ananya Joshi,ananya.joshi.2163@example.com,53,Male,Hyderabad,Enterprise,2026-06-24,1,23249.15,24173.65,23010.14,3.6,8.0,30.5,4,9,13.1,70.2,3,0,1.0,0,0,5,0,1200000.0
